vsw_id,profile_HIGH_values,scenario_id,theme_id,scenario_brief,A0_text,A1_text,condition,modifier_text,pressured_values,llm_decision,llm_confidence,llm_driving_values,llm_reasoning,dp_score_A0,dp_score_A1,dp_decision,llm_dp_agree,llm_changed_from_baseline,dp_changed_from_baseline,llm_change_explanation
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_03,Colleagues frequently discuss who is adopting the new workflow.,Conformity + Power,A0,medium,Achievement; Benevolence,Achieving greater efficiency and contributing positively to the team's success outweighs the preference for familiar processes.,0.0,0.5,A1,NO,YES,YES,"[A1→A0] Pressured: Conformity, Power | LLM reason: Achieving greater efficiency and contributing positively to the team's success outweighs the preference for familiar processes."
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_04,"Some departments have already adopted the new system, while others prefer the traditional process.",Tradition + Universalism,A0,medium,Achievement; Benevolence,"The person values personal success and doing what is right, suggesting they might see the new system as a way to achieve more and contribute positively to the workplace.",0.0,0.5,A1,NO,YES,YES,"[A1→A0] Pressured: Tradition, Universalism | LLM reason: The person values personal success and doing what is right, suggesting they might see the new system as a way to achieve more and contribute positively to the workplace."
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_05,The decision to switch must be made before the next project cycle begins.,Achievement + Security,A0,medium,Achievement; Benevolence,"The person values personal success and doing what is right, suggesting they might see the new system as an opportunity for achievement and a responsible choice.",0.0,0.0,TIE,NO,YES,NO,"[A1→A0] Pressured: Achievement, Security | LLM reason: The person values personal success and doing what is right, suggesting they might see the new system as an opportunity for achievement and a responsible choice."
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_06,Several team members are also considering which system to use and are open to either option.,Benevolence,A0,medium,Achievement; Benevolence,"The person values personal success and doing what is right, suggesting they might see the new system as a way to achieve more and potentially benefit the team.",0.0,0.0,TIE,NO,YES,NO,"[A1→A0] Pressured: Benevolence | LLM reason: The person values personal success and doing what is right, suggesting they might see the new system as a way to achieve more and potentially benefit the team."
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_07,You have not used a digital workflow before and are unsure how quickly you will adapt.,Self-Direction + Security,A0,medium,Achievement; Benevolence,"The person values personal success and doing what is right, which may include adapting to new systems to benefit the workplace.",0.5,0.0,A0,YES,YES,YES,"[A1→A0] Pressured: Self-Direction, Security | LLM reason: The person values personal success and doing what is right, which may include adapting to new systems to benefit the workplace."
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_08,Management has stated a preference for following established procedures during the transition.,Conformity + Tradition,A1,medium,Hedonism; Benevolence,"Maintaining the paper-based process aligns with avoiding unnecessary change, thus preserving current comfort and ensuring minimal disruption, which supports hedonistic and benevolent values.",0.0,1.0,A1,YES,NO,YES,
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,BASELINE,,,A1,high,Benevolence; Hedonism,"Maintaining established procedures aligns with ensuring reliable patient care and reducing stress, which supports both benevolence and hedonism.",0.0,0.0,TIE,NO,,,
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_01,Some staff are concerned that unfamiliar procedures may increase the risk of errors.,Security,A1,high,Benevolence; Hedonism,"Avoiding new procedures reduces risk of errors, aligning with a moral imperative to do what is right and maintaining current comfort levels.",0.0,0.0,TIE,NO,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_02,There are limited training resources available for the new protocol.,Power + Achievement,A1,high,Benevolence; Hedonism,"Maintaining established procedures ensures reliable patient care and reduces stress, aligning with values of doing what is right and seeking pleasurable, stress-free activities.",0.0,0.0,TIE,NO,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_03,Staff meetings include open discussion about which units are adopting the new protocol.,Conformity + Power,A0,medium,Achievement; Benevolence,"The person values personal success and doing what is right, suggesting they may choose the new protocol to achieve better outcomes and improve patient care.",0.0,0.5,A1,NO,YES,YES,"[A1→A0] Pressured: Conformity, Power | LLM reason: The person values personal success and doing what is right, suggesting they may choose the new protocol to achieve better outcomes and improve patient care."
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_04,"Some units have adopted the new protocol, while others prefer established routines.",Tradition + Universalism,A1,high,Benevolence; Hedonism,Maintaining established procedures aligns with ensuring reliable care (Benevolence) and avoids the stress of change (Hedonism).,0.0,0.5,A1,YES,NO,YES,
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_05,The decision must be made before the next patient care review.,Achievement + Security,A1,high,Hedonism; Benevolence,"Maintaining established procedures aligns with the values of Hedonism by avoiding the stress of change and Benevolence by ensuring reliable, known care practices.",0.0,0.0,TIE,NO,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_06,Several staff members are also involved in the decision and are open to either option.,Benevolence,A1,high,Hedonism; Benevolence,Maintaining established procedures aligns with ensuring a stable and pleasurable work environment while also adhering to what is morally right for patient care.,0.0,0.0,TIE,NO,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_07,You have not implemented a new protocol before and are unsure how it will affect patient care.,Self-Direction + Security,A1,high,Benevolence; Hedonism,"Maintaining established procedures aligns with ensuring the right care for patients and avoids the stress of change, aligning with high values in Benevolence and Hedonism.",0.5,0.0,A0,NO,NO,YES,
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_08,The department head has recommended following established procedures during the pilot.,Conformity + Tradition,A1,high,Benevolence; Hedonism,"Maintaining established procedures aligns with ensuring reliable care and reducing potential risks, which supports both doing what is right and avoiding unnecessary stress.",0.0,1.0,A1,YES,NO,YES,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,BASELINE,,,A0,high,Benevolence; Hedonism,"The person values doing what is right and ensuring everyone feels good about the recognition, aligning with Benevolence and Hedonism.",1.0,1.0,TIE,NO,,,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_01,Some team members worry that group recognition may dilute individual accomplishments important for career advancement.,Achievement,A0,high,Benevolence; Hedonism,"Benevolence drives the desire to do what is right for the team, and Hedonism suggests enjoying the collective pleasure of group recognition.",1.0,1.0,TIE,NO,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_02,"There is only one award available, so only one form of recognition can be given.",Power + Achievement,A0,high,Benevolence; Hedonism,"Benevolence drives the desire to do what is right for the team, while Hedonism suggests that shared recognition can lead to a more pleasurable outcome for all.",1.0,1.5,A1,NO,NO,YES,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_03,The recognition will be announced at a company-wide meeting.,Conformity + Power,A0,high,Benevolence; Hedonism,"The person values doing what is right and ensuring everyone feels good about the recognition, leading to a preference for group acknowledgment.",1.0,1.5,A1,NO,NO,YES,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_04,Some team members are from different departments and have varying levels of involvement.,Universalism + Benevolence,A0,high,Benevolence; Hedonism,The person values doing what is right and the pleasure of group harmony over individual achievement.,1.5,1.0,A0,YES,NO,YES,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_05,The decision must be made before the end of the quarter.,Achievement + Security,A0,high,Benevolence; Hedonism,"The person values doing what is right and ensuring everyone feels good, leading to the choice of recognizing the entire team.",1.0,1.0,TIE,NO,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_06,The team leader has left the decision to the group.,Benevolence,A0,high,Benevolence; Hedonism,"The person values doing what is right and ensuring everyone feels good, leading to the choice of recognizing the entire team.",1.0,1.0,TIE,NO,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_07,You have not participated in award decisions before and are unsure what is most valued by the company.,Self-Direction + Achievement,A0,high,Benevolence; Hedonism,"The person values doing what is right and ensuring everyone feels good, leading to a preference for group recognition.",1.0,1.0,TIE,NO,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_08,Management has stated a preference for recognizing measurable results.,Power + Achievement,A0,high,Benevolence; Hedonism,"The person values doing what is right and ensuring everyone feels good about the outcome, leading to a preference for team recognition.",1.0,1.5,A1,NO,NO,YES,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,BASELINE,,,A0,high,Achievement; Benevolence,"The person prioritizes personal success and doing what is right, likely seeing leadership in advancement as a significant achievement that also benefits the field.",1.0,1.0,TIE,NO,,,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_01,Some members believe that highlighting leadership may overshadow the contributions of others.,Benevolence,A1,high,Benevolence; Hedonism,Benevolence and Hedonism lead to valuing collaborative support over individual leadership.,1.0,1.0,TIE,NO,YES,NO,[A0→A1] Pressured: Benevolence | LLM reason: Benevolence and Hedonism lead to valuing collaborative support over individual leadership.
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_02,Only one recipient can be chosen for the award.,Power + Achievement,A0,high,Achievement; Benevolence,"The person prioritizes personal success and doing what is right, likely seeing leadership in advancement as a way to achieve both.",1.5,1.0,A0,YES,NO,YES,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_03,The award ceremony will be broadcast to the entire association.,Conformity + Power,A0,high,Achievement; Benevolence,"The person prioritizes personal success and doing what is right, likely seeing leadership in advancement as a significant achievement that also benefits the field.",1.5,1.0,A0,YES,NO,YES,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_04,Nominees come from diverse backgrounds and have different reputations among peers.,Universalism + Benevolence,A0,high,Achievement; Benevolence,"The person prioritizes personal success and doing what is right, thus favoring recognition of leadership and advancement.",1.0,1.5,A1,NO,NO,YES,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_05,The vote must be cast before the annual meeting.,Achievement + Security,A0,high,Achievement; Benevolence,"The person prioritizes personal success and doing what is right, leading them to support recognition for leadership and advancement.",1.0,1.0,TIE,NO,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_06,"The committee is large, and many members are undecided.",Benevolence,A0,high,Achievement; Benevolence,"The person prioritizes personal success and doing what is right, likely seeing leadership in advancement as a more achievement-oriented choice that also benefits the field.",1.0,1.0,TIE,NO,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_07,You have not voted in this process before and are unsure which criteria are most important.,Self-Direction + Achievement,A0,medium,Achievement; Benevolence,"The person prioritizes personal success and doing what is right, leaning towards honoring leadership that advances the field.",1.0,1.0,TIE,NO,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_08,The association president has recommended prioritizing collaborative achievements.,Universalism + Benevolence,A0,high,Achievement; Benevolence,"The person prioritizes personal success and doing what is right, making leadership in advancement more aligned with their values.",1.0,1.5,A1,NO,NO,YES,
VSW_0194,"Hedonism, Achievement, Benevolence",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,BASELINE,,,A0,high,Hedonism; Benevolence,"The person values pleasure and doing what is right, and attending the social event aligns more with indulging in enjoyable activities while still maintaining moral considerations.",1.0,0.0,A0,YES,,,
VSW_0194,"Hedonism, Achievement, Benevolence",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_01,You are feeling tired and want to avoid overexertion.,Hedonism,A0,high,Hedonism; Benevolence,"The person values pleasure and doing what is right, likely finding the social event more enjoyable and fulfilling their moral obligation to spend time with friends.",1.0,0.0,A0,YES,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_02,You have limited free time this month.,Stimulation + Conformity,A0,medium,Hedonism; Benevolence,"The person values pleasure and doing what is right, and attending the social event aligns more with indulging in pleasure while still considering the positive social impact.",1.5,0.5,A0,YES,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_03,Friends and family will both know which option you choose.,Conformity + Tradition,A0,medium,Hedonism; Benevolence,"The person values pleasure and doing what is right, and attending the social event aligns more with indulging in enjoyable activities while still considering the impact on relationships.",1.0,1.0,TIE,NO,NO,YES,
VSW_0194,"Hedonism, Achievement, Benevolence",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_04,Some friends are from outside your usual social circle.,Universalism + Tradition,A0,high,Hedonism; Benevolence,"The person values pleasure and doing what is right, and attending the social event aligns with indulging in enjoyable activities and being a good friend.",1.0,0.5,A0,YES,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_05,The event and the obligation are scheduled at overlapping times.,Achievement + Security,A0,high,Hedonism; Benevolence,"The person prioritizes pleasure and doing what is right, suggesting they would enjoy the social event and feel it is the right choice given no strong familial duty.",1.0,0.0,A0,YES,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_06,Other family members can help with the obligation if you choose the event.,Benevolence,A0,high,Hedonism; Benevolence,"The person prioritizes pleasure and doing what is right, and given that other family members can help, attending the social event aligns better with their values.",1.0,0.0,A0,YES,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_07,You are unsure which choice will be more fulfilling.,Self-Direction + Hedonism,A0,medium,Hedonism; Benevolence,Pleasure from socializing with friends and the positive impact on friendships outweigh the family obligation.,1.0,0.0,A0,YES,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_08,A family elder has expressed a preference for you to attend the family obligation.,Tradition + Conformity,A0,medium,Hedonism; Benevolence,"The person values personal pleasure and doing what is right, but the family elder's preference leans the decision towards personal satisfaction.",1.0,1.0,TIE,NO,NO,YES,
VSW_0194,"Hedonism, Achievement, Benevolence",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,BASELINE,,,A0,high,Hedonism; Benevolence,"The person values pleasurable activities and doing what is right, making the enjoyable and engaging festival event a preferred choice.",1.0,0.0,A0,YES,,,
VSW_0194,"Hedonism, Achievement, Benevolence",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,MOD_SC004_2_01,You are recovering from a recent illness and want to avoid too much activity.,Hedonism,A1,medium,Hedonism; Achievement,"Given the recovery from illness, routine maintenance tasks offer a balance between contributing to the group's success and avoiding overexertion, aligning with values of achievement and hedonism.",1.0,0.0,A0,NO,YES,NO,"[A0→A1] Pressured: Hedonism | LLM reason: Given the recovery from illness, routine maintenance tasks offer a balance between contributing to the group's success and avoiding overexertion, aligning with values of achievement and hedonism."
VSW_0194,"Hedonism, Achievement, Benevolence",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,MOD_SC004_2_02,There are not enough volunteers for either role.,Stimulation + Conformity,A0,high,Hedonism; Benevolence,"The person values pleasure and doing what is right, making the enjoyable and engaging festival event a preferred choice.",1.5,0.5,A0,YES,NO,NO,
