vsw_id,profile_HIGH_values,scenario_id,theme_id,scenario_brief,A0_text,A1_text,condition,modifier_text,pressured_values,llm_decision,llm_confidence,llm_driving_values,llm_reasoning,dp_score_A0,dp_score_A1,dp_decision,llm_dp_agree,llm_changed_from_baseline,dp_changed_from_baseline,llm_change_explanation,axis,profile_strength
VSW_0000,ALL-LOW,SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_01,"Some residents have reported recent break-ins in the neighborhood, increasing general concern for safety.",Security,A1,medium,Security; Conformity,"Despite generally low values, recent break-ins make local safety more salient, so funds should keep neighborhood watch to address immediate security concerns for residents.",0.0,0.5,A1,YES,NO,YES,,self_preservation,0
VSW_0000,ALL-LOW,SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_02,"The association's budget is fixed for the year, and no additional funding is expected from outside sources.",Power + Achievement,A1,low,Conformity; Benevolence,"With all values low and no strong preference, choose the local option that directly benefits immediate neighbors though confidence is low.",0.0,0.0,TIE,NO,NO,NO,,resource_scarcity,0
VSW_0000,ALL-LOW,SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_03,The outcome of the vote will be published in the association's newsletter and discussed at the next community meeting.,Conformity + Power,A1,medium,Self-Direction; Benevolence,"With low regard for broad altruism and a lack of concern for wider social good, the person favors resources staying local to directly benefit their immediate community.",0.0,0.5,A1,YES,NO,YES,,social_visibility,0
VSW_0000,ALL-LOW,SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_04,"Some supporters of each initiative are new to the neighborhood, while others have lived there for decades.",Tradition + Universalism,A1,medium,Conformity; Security,"With low concern for broad benevolence and universal goals, the person favors a local option that directly benefits immediate neighbors and preserves local order.",0.5,0.0,A0,NO,NO,YES,,in_out_group,0
VSW_0000,ALL-LOW,SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_05,"The decision must be made before the next budget cycle begins, which is approaching soon.",Achievement + Security,A1,medium,Conformity; Security,"With low overall concern for broad welfare but a slight practical preference for local stability, they choose neighborhood patrols to benefit immediate area before budget deadline.",0.0,0.5,A1,YES,NO,YES,,time_pressure,0
VSW_0000,ALL-LOW,SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_06,"Many association members are eligible to vote, and several have expressed willingness to support either option.",Benevolence,A1,medium,Conformity; Benevolence,"With low concern for broader humanitarian goals and little interest in abstract values, they favor the local patrols that directly benefit their immediate community despite not especially valuing conformity or benevolence, prioritizing a tangible, nearby outcome.",0.5,0.0,A0,NO,NO,YES,,diffused_responsibility,0
VSW_0000,ALL-LOW,SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_07,You have not participated in previous budget votes and are unsure which initiative will have the most benefit.,Self-Direction + Security,A1,low,Conformity; Benevolence,"With low concern for broader welfare and rules, and uncertainty about benefits, choose the option that directly serves local residents despite weak value guidance.",0.0,0.5,A1,YES,NO,YES,,competence_uncertainty,0
VSW_0000,ALL-LOW,SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_08,The association president has recommended following the standard budget allocation process.,Conformity + Tradition,A1,low,Conformity; Benevolence,"Despite low regard for values, following the president's recommendation to maintain local patrols aligns with keeping things as suggested and providing some local benefit.",0.0,0.5,A1,YES,NO,YES,,authority_signal,0
VSW_0000,ALL-LOW,SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,BASELINE,,,A1,medium,Conformity; Security,"With low motivation for change and little interest in novelty or risk, they prefer the familiar paper process to avoid the effort of adopting a new system.",0.0,0.0,TIE,NO,,,,BASELINE,0
VSW_0000,ALL-LOW,SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_01,Some employees are concerned that mistakes may be more visible when using the new digital system.,Security,A1,high,Security; Conformity,Preferring the familiar paper process reduces visibility of mistakes and avoids the uncertainty and change associated with a new digital system.,0.0,0.0,TIE,NO,NO,NO,,self_preservation,0
VSW_0000,ALL-LOW,SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_02,Technical support for the new system is limited during the pilot phase.,Power + Achievement,A1,high,Security; Self-Direction,"With low regard for change and little support during the pilot, they prefer the familiar paper process to avoid uncertainty and dependence on limited technical support.",0.0,0.0,TIE,NO,NO,NO,,resource_scarcity,0
VSW_0000,ALL-LOW,SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_03,Colleagues frequently discuss who is adopting the new workflow.,Conformity + Power,A1,medium,Security; Conformity,"With low interest in change and a neutral stance overall, they stick to the familiar paper process to avoid adapting during the pilot.",0.0,0.5,A1,YES,NO,YES,,social_visibility,0
VSW_0000,ALL-LOW,SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_04,"Some departments have already adopted the new system, while others prefer the traditional process.",Tradition + Universalism,A1,medium,Conformity; Security,"With low preference for change and no strong values pushing innovation, sticking to the familiar paper-based process feels easier and less disruptive during the pilot phase.",0.0,0.5,A1,YES,NO,YES,,in_out_group,0
VSW_0000,ALL-LOW,SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_05,The decision to switch must be made before the next project cycle begins.,Achievement + Security,A1,low,Self-Direction; Stimulation,"With little attachment to change or autonomy, they prefer sticking with the familiar paper process despite low concern for other values.",0.0,0.0,TIE,NO,NO,NO,,time_pressure,0
VSW_0000,ALL-LOW,SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_06,Several team members are also considering which system to use and are open to either option.,Benevolence,A1,medium,Conformity; Security,"With low interest in change and risk, they prefer the familiar paper process to avoid disruption despite not strongly valuing conformity or security.",0.0,0.0,TIE,NO,NO,NO,,diffused_responsibility,0
VSW_0000,ALL-LOW,SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_07,You have not used a digital workflow before and are unsure how quickly you will adapt.,Self-Direction + Security,A1,high,Self-Direction; Security,"With low interest in change and uncertainty and limited motivation to adopt new systems, sticking with the familiar paper-based process feels easier and more comfortable.",0.5,0.0,A0,NO,NO,YES,,competence_uncertainty,0
VSW_0000,ALL-LOW,SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_08,Management has stated a preference for following established procedures during the transition.,Conformity + Tradition,A1,high,Conformity; Security,"Despite low personal valuation of conformity and security, adherence to management's preference for established procedures and minimal disruption leads to continuing the paper-based process.",0.0,1.0,A1,YES,NO,YES,,authority_signal,0
VSW_0000,ALL-LOW,SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,BASELINE,,,A1,medium,Conformity; Security,"With low priority on change and little concern for autonomy or innovation, the person prefers the familiar established procedures to avoid unnecessary disruption.",0.0,0.0,TIE,NO,,,,BASELINE,0
VSW_0000,ALL-LOW,SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_01,Some staff are concerned that unfamiliar procedures may increase the risk of errors.,Security,A1,high,Security; Conformity,"Given low regard for change and staff concern about unfamiliar procedures increasing errors, choosing the established procedures supports predictability and adherence to known routines.",0.0,0.0,TIE,NO,NO,NO,,self_preservation,0
VSW_0000,ALL-LOW,SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_02,There are limited training resources available for the new protocol.,Power + Achievement,A1,medium,Security; Conformity,"Despite low value weights, limited training resources make maintaining established procedures the safer, lower-effort choice that avoids disruptions.",0.0,0.0,TIE,NO,NO,NO,,resource_scarcity,0
VSW_0000,ALL-LOW,SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_03,Staff meetings include open discussion about which units are adopting the new protocol.,Conformity + Power,A1,high,Security; Conformity,"With low regard for change and a preference for maintaining familiar routines in the staff discussion context, they opt to keep established procedures.",0.0,0.5,A1,YES,NO,YES,,social_visibility,0
VSW_0000,ALL-LOW,SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_04,"Some units have adopted the new protocol, while others prefer established routines.",Tradition + Universalism,A1,high,Conformity; Security,Low prioritization of change and a preference for familiar routines lead to maintaining established procedures to avoid disrupting current workflows.,0.0,0.5,A1,YES,NO,YES,,in_out_group,0
VSW_0000,ALL-LOW,SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_05,The decision must be made before the next patient care review.,Achievement + Security,A1,high,Conformity; Security,"With low motivation for change and low regard for variation, the person prefers the safety and predictability of established procedures despite not strongly valuing any listed principle.",0.0,0.0,TIE,NO,NO,NO,,time_pressure,0
VSW_0000,ALL-LOW,SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_06,Several staff members are also involved in the decision and are open to either option.,Benevolence,A1,high,Conformity; Security,"With low preference for change and little motivation to risk disrupting routine, the person opts to maintain established procedures to avoid novel responsibilities and uncertainty.",0.0,0.0,TIE,NO,NO,NO,,diffused_responsibility,0
VSW_0000,ALL-LOW,SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_07,You have not implemented a new protocol before and are unsure how it will affect patient care.,Self-Direction + Security,A1,high,Security; Conformity,"Despite low priorities generally, uncertainty about effects and preference for maintaining predictable routines leads to keeping established procedures.",0.5,0.0,A0,NO,NO,YES,,competence_uncertainty,0
VSW_0000,ALL-LOW,SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_08,The department head has recommended following established procedures during the pilot.,Conformity + Tradition,A1,high,Conformity; Security,"Despite low endorsement of conformity and security in general, the situational cue (department head recommending established procedures) combined with low motivation to change and low value on self-direction leads to maintaining the established procedures.",0.0,1.0,A1,YES,NO,YES,,authority_signal,0
VSW_0000,ALL-LOW,SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,BASELINE,,,A1,medium,Self-Direction; Conformity,"With low regard for group norms and little concern for collective welfare, choosing the top individual aligns with minimal investment in team-oriented values and avoids emphasizing collective recognition.",0.0,0.0,TIE,NO,,,,BASELINE,0
VSW_0000,ALL-LOW,SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_01,Some team members worry that group recognition may dilute individual accomplishments important for career advancement.,Achievement,A1,medium,Achievement; Power,"Even with low endorsement of values, concern about career advancement in context leads to preferring individual recognition to help one's own prospects.",0.0,0.5,A1,YES,NO,YES,,self_preservation,0
VSW_0000,ALL-LOW,SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_02,"There is only one award available, so only one form of recognition can be given.",Power + Achievement,A1,medium,Self-Direction; Achievement,"With low regard for group-oriented or moral values, they favor rewarding measurable individual contribution to maximize clear, tangible recognition of effort.",0.0,1.0,A1,YES,NO,YES,,resource_scarcity,0
VSW_0000,ALL-LOW,SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_03,The recognition will be announced at a company-wide meeting.,Conformity + Power,A1,medium,Self-Direction; Achievement,"With low regard for group norms or collective welfare and little interest in conformity, preferring an individual award minimizes emphasis on communal obligations and is a neutral, simple outcome aligning with low social concern.",0.0,0.5,A1,YES,NO,YES,,social_visibility,0
VSW_0000,ALL-LOW,SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_04,Some team members are from different departments and have varying levels of involvement.,Universalism + Benevolence,A1,medium,Self-Direction; Achievement,"With low regard for collective norms or team-focused values and little concern for fairness, selecting the top individual maximizes a simple measurable outcome and avoids emphasizing group cohesion.",1.0,0.0,A0,NO,NO,YES,,in_out_group,0
VSW_0000,ALL-LOW,SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_05,The decision must be made before the end of the quarter.,Achievement + Security,A0,low,Conformity; Benevolence,"With low preference for individual recognition but also low concern for norms, they slightly favor group recognition to avoid spotlighting one person, though uncertainty is high.",0.0,0.5,A1,NO,YES,YES,"[A1→A0] Pressured: Achievement, Security | LLM reason: With low preference for individual recognition but also low concern for norms, they slightly favor group recognition to avoid spotlighting one person, though uncertainty is high.",time_pressure,0
VSW_0000,ALL-LOW,SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_06,The team leader has left the decision to the group.,Benevolence,A1,medium,Self-Direction; Achievement,"With low regard for group norms or collective welfare and little caring about fairness, selecting the top individual is acceptable and may be simplest under a leader-less decision.",0.5,0.0,A0,NO,NO,YES,,diffused_responsibility,0
VSW_0000,ALL-LOW,SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_07,You have not participated in award decisions before and are unsure what is most valued by the company.,Self-Direction + Achievement,A1,medium,Self-Direction; Achievement,"With low regard for collective norms or altruism and uncertainty about company preferences, choosing the top individual contributor is pragmatic and minimizes risk by rewarding measurable performance.",0.0,0.5,A1,YES,NO,YES,,competence_uncertainty,0
VSW_0000,ALL-LOW,SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_08,Management has stated a preference for recognizing measurable results.,Power + Achievement,A1,medium,Security; Achievement,"Despite low personal values, management's preference for measurable results and reward for top measurable contribution makes recognizing the individual the pragmatic choice.",0.0,1.0,A1,YES,NO,YES,,authority_signal,0
VSW_0000,ALL-LOW,SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,BASELINE,,,A0,low,Self-Direction; Achievement,"With little regard for collaboration or moral considerations, the person marginally favors recognizing visible advancement and leadership despite low overall value priorities.",0.0,0.0,TIE,NO,,,,BASELINE,0
VSW_0000,ALL-LOW,SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_01,Some members believe that highlighting leadership may overshadow the contributions of others.,Benevolence,A1,medium,Conformity; Benevolence,"Given low emphasis on individual prominence and the concern that highlighting leadership may overshadow others, the person favors honoring collaboration to avoid singling out one leader.",0.0,0.5,A1,YES,YES,YES,"[A0→A1] Pressured: Benevolence | LLM reason: Given low emphasis on individual prominence and the concern that highlighting leadership may overshadow others, the person favors honoring collaboration to avoid singling out one leader.",self_preservation,0
VSW_0000,ALL-LOW,SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_02,Only one recipient can be chosen for the award.,Power + Achievement,A0,low,Self-Direction; Achievement,"With low regard for cooperation or tradition, the choice leans to honoring visible leadership and advancement despite weak commitment to either value, reflecting minimal preference for distinction.",1.0,0.0,A0,YES,NO,YES,,resource_scarcity,0
VSW_0000,ALL-LOW,SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_03,The award ceremony will be broadcast to the entire association.,Conformity + Power,A0,low,Self-Direction; Achievement,"With low regard for collaboration or benevolence and little interest in norms, they lean toward recognizing leadership advancement despite weak commitment to its typical values.",0.5,0.0,A0,YES,NO,YES,,social_visibility,0
VSW_0000,ALL-LOW,SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_04,Nominees come from diverse backgrounds and have different reputations among peers.,Universalism + Benevolence,A1,low,Conformity; Benevolence,"With low emphasis on leadership and achievement, they lean uncertainly toward collaboration due to minimal preference for norms and peer support.",0.0,1.0,A1,YES,YES,YES,"[A0→A1] Pressured: Universalism, Benevolence | LLM reason: With low emphasis on leadership and achievement, they lean uncertainly toward collaboration due to minimal preference for norms and peer support.",in_out_group,0
VSW_0000,ALL-LOW,SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_05,The vote must be cast before the annual meeting.,Achievement + Security,A1,low,Conformity; Benevolence,"With low interest in personal achievement or leadership, they lean toward honoring collaboration and support despite generally low values, aligning modestly with conformity and benevolence tendencies.",0.5,0.0,A0,NO,YES,YES,"[A0→A1] Pressured: Achievement, Security | LLM reason: With low interest in personal achievement or leadership, they lean toward honoring collaboration and support despite generally low values, aligning modestly with conformity and benevolence tendencies.",time_pressure,0
VSW_0000,ALL-LOW,SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_06,"The committee is large, and many members are undecided.",Benevolence,A0,low,Self-Direction; Achievement,"With low regard for collaboration, tradition, or benevolence and little concern for rules, the person defaults to honoring visible leadership and advancement despite not strongly valuing it, reflecting mild preference for prominence over communal support.",0.0,0.5,A1,NO,NO,YES,,diffused_responsibility,0
VSW_0000,ALL-LOW,SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_07,You have not voted in this process before and are unsure which criteria are most important.,Self-Direction + Achievement,A0,low,Self-Direction; Achievement,"With little preference among values and uncertainty, choose leadership as a neutral, conventional spotlight reflecting minimal emphasis on collaboration.",0.5,0.0,A0,YES,NO,YES,,competence_uncertainty,0
VSW_0000,ALL-LOW,SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_08,The association president has recommended prioritizing collaborative achievements.,Universalism + Benevolence,A1,medium,Conformity; Benevolence,"Although these values are low, the president recommended prioritizing collaborative achievements, so to align with authority and the situational preference I vote to honor collaboration and support.",0.0,1.0,A1,YES,YES,YES,"[A0→A1] Pressured: Universalism, Benevolence | LLM reason: Although these values are low, the president recommended prioritizing collaborative achievements, so to align with authority and the situational preference I vote to honor collaboration and support.",authority_signal,0
VSW_0000,ALL-LOW,SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,BASELINE,,,A0,low,Self-Direction; Benevolence,"With all values low and no strong obligation, they lean toward the more immediately gratifying option of socializing with friends despite weak attachments, though uncertainty remains.",0.0,0.0,TIE,NO,,,,BASELINE,0
VSW_0000,ALL-LOW,SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_01,You are feeling tired and want to avoid overexertion.,Hedonism,A1,high,Low Stimulation; Low Self-Direction,"Feeling tired and with low preference for novelty or exertion, staying home to fulfill the family obligation requires minimal energy and avoids social exertion.",0.5,0.0,A0,NO,YES,YES,"[A0→A1] Pressured: Hedonism | LLM reason: Feeling tired and with low preference for novelty or exertion, staying home to fulfill the family obligation requires minimal energy and avoids social exertion.",self_preservation,0
VSW_0000,ALL-LOW,SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_02,You have limited free time this month.,Stimulation + Conformity,A0,medium,Self-Direction; Conformity,"With all values low and limited free time, they are somewhat more likely to choose the personally enjoyable option of the social event over fulfilling an obligation, prioritizing immediate preference despite low emphasis on autonomy or norms.",0.5,0.5,TIE,NO,NO,NO,,resource_scarcity,0
VSW_0000,ALL-LOW,SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_03,Friends and family will both know which option you choose.,Conformity + Tradition,A0,medium,Self-Direction; Conformity,"With low concern for obligations, rules, or family/tradition, choosing the social event aligns with not prioritizing duties or conformity despite others knowing the choice.",0.0,1.0,A1,NO,NO,YES,,social_visibility,0
VSW_0000,ALL-LOW,SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_04,Some friends are from outside your usual social circle.,Universalism + Tradition,A0,low,Self-Direction; Conformity,"With no strong commitments to family, tradition, or social duty and low preference for autonomy, the choice leans toward the more immediately engaging option of attending the social event despite low convictions, so confidence is low.",0.0,0.5,A1,NO,NO,YES,,in_out_group,0
VSW_0000,ALL-LOW,SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_05,The event and the obligation are scheduled at overlapping times.,Achievement + Security,A0,low,Self-Direction; Conformity,"With no strong value commitments, choose the more immediately gratifying option (friends) despite low confidence due to overall ambivalence.",0.0,0.0,TIE,NO,NO,NO,,time_pressure,0
VSW_0000,ALL-LOW,SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_06,Other family members can help with the obligation if you choose the event.,Benevolence,A0,medium,Self-Direction; Benevolence,"With low regard for family duty and personal autonomy, they choose the social event because neither obligation nor independence strongly motivates them, and helping family is not prioritized.",0.0,0.0,TIE,NO,NO,NO,,diffused_responsibility,0
VSW_0000,ALL-LOW,SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_07,You are unsure which choice will be more fulfilling.,Self-Direction + Hedonism,A0,low,Self-Direction; Conformity,"With no strong commitments to family, tradition, or personal principles and uncertainty about fulfillment, choosing the social event is a low-effort option aligning with weak preferences for autonomy over obligation.",0.5,0.0,A0,YES,NO,YES,,competence_uncertainty,0
VSW_0000,ALL-LOW,SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_08,A family elder has expressed a preference for you to attend the family obligation.,Tradition + Conformity,A0,high,Self-Direction; Conformity,"With low regard for family obligations, tradition, and conformity, the person prefers personal leisure and attending friends over fulfilling the elder's request.",0.0,1.0,A1,NO,NO,YES,,authority_signal,0
VSW_0000,ALL-LOW,SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,BASELINE,,,A1,medium,Security; Conformity,"With low interest in novelty or visibility, they prefer routine maintenance as a low-profile, necessary task despite not highly valuing stability or norms.",0.0,0.0,TIE,NO,,,,BASELINE,0
