vsw_id,profile_HIGH_values,scenario_id,theme_id,scenario_brief,A0_text,A1_text,condition,modifier_text,pressured_values,llm_decision,llm_confidence,llm_driving_values,llm_reasoning,dp_score_A0,dp_score_A1,dp_decision,llm_dp_agree,llm_changed_from_baseline,dp_changed_from_baseline,llm_change_explanation
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_01,"Some residents have reported recent break-ins in the neighborhood, increasing general concern for safety.",Security,A0,medium,Universalism; Benevolence,"Despite the local safety concerns, the person's high commitment to the equal well-being of all individuals and moral rightness prioritizes the citywide food pantry over local interests.",2.0,1.0,A0,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_02,"The association's budget is fixed for the year, and no additional funding is expected from outside sources.",Power + Achievement,A0,high,Universalism; Benevolence,The high priority placed on universalism and benevolence leads to prioritizing the well-being of the wider community over localized security.,2.0,1.0,A0,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_03,The outcome of the vote will be published in the association's newsletter and discussed at the next community meeting.,Conformity + Power,A0,high,Universalism; Benevolence,The high priority placed on the well-being of all individuals and doing what is right outweighs the desire for local security.,2.0,1.5,A0,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_04,"Some supporters of each initiative are new to the neighborhood, while others have lived there for decades.",Tradition + Universalism,A0,high,Universalism; Benevolence,The person's high commitment to Universalism and Benevolence prioritizes the well-being of all individuals and doing what is morally right over localized security.,2.0,1.0,A0,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_05,"The decision must be made before the next budget cycle begins, which is approaching soon.",Achievement + Security,A0,high,Universalism; Benevolence,The strong commitment to the well-being of all individuals and moral righteousness outweighs the desire for local security.,2.0,1.0,A0,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_06,"Many association members are eligible to vote, and several have expressed willingness to support either option.",Benevolence,A0,high,Universalism; Benevolence,The high value placed on the well-being of all individuals and moral righteousness outweighs the preference for local security.,2.0,1.0,A0,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_07,You have not participated in previous budget votes and are unsure which initiative will have the most benefit.,Self-Direction + Security,A0,high,Universalism; Benevolence,The high priority on the well-being of all individuals and doing what is morally right outweighs the desire for localized security.,2.0,1.0,A0,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_08,The association president has recommended following the standard budget allocation process.,Conformity + Tradition,A0,high,Universalism; Benevolence,"The high priority placed on Universalism and Benevolence outweighs the desire for local security, leading to a choice that benefits the wider community.",2.0,1.5,A0,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,BASELINE,,,A1,medium,Security; Tradition,"The person's high value for stability and tradition, combined with a low interest in new experiences, outweighs the potential for increased efficiency.",1.0,1.0,TIE,NO,,,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_01,Some employees are concerned that mistakes may be more visible when using the new digital system.,Security,A1,high,Security; Tradition,"The high value placed on stability, predictability, and tradition, combined with a low interest in risk-taking, makes the established paper-based process more appealing than a new system where mistakes are more visible.",1.0,1.0,TIE,NO,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_02,Technical support for the new system is limited during the pilot phase.,Power + Achievement,A1,high,Security; Tradition,"The person's high value for security and tradition, combined with a low desire for risk, makes the unpredictable nature of a new system with limited support unattractive compared to the established paper-based process.",1.0,1.0,TIE,NO,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_03,Colleagues frequently discuss who is adopting the new workflow.,Conformity + Power,A1,high,Security; Tradition,The strong preference for stability and the preservation of traditional methods outweighs the potential for efficiency gains from a new system.,1.0,1.5,A1,YES,NO,YES,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_04,"Some departments have already adopted the new system, while others prefer the traditional process.",Tradition + Universalism,A1,high,Security; Tradition,"The person's high value for stability and tradition, combined with a low interest in new experiences, outweighs the potential for efficiency gains.",1.0,1.0,TIE,NO,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_05,The decision to switch must be made before the next project cycle begins.,Achievement + Security,A1,medium,Security; Tradition; Stimulation,"The high value on security and tradition, combined with a low desire for new experiences, makes the predictable and established paper-based process more appealing than a new digital system.",1.0,1.0,TIE,NO,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_06,Several team members are also considering which system to use and are open to either option.,Benevolence,A1,high,Security; Tradition,The person's strong preference for stability and preserving established methods outweighs the potential efficiency gains of a new system.,1.0,1.0,TIE,NO,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_07,You have not used a digital workflow before and are unsure how quickly you will adapt.,Self-Direction + Security,A1,high,Security; Tradition; Stimulation,"The high value placed on security and tradition, combined with a low desire for stimulation and uncertainty about adapting to new technology, makes the stable, established paper-based process more appealing.",1.0,1.0,TIE,NO,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_08,Management has stated a preference for following established procedures during the transition.,Conformity + Tradition,A1,high,Security; Tradition,The strong preference for stability and preserving traditional methods outweighs the desire for efficiency or autonomy in this scenario.,1.0,1.5,A1,YES,NO,YES,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,BASELINE,,,A1,high,Security; Tradition; Stimulation,"The strong preference for stability and preserving long-standing routines, combined with a low desire for risk and new experiences, makes maintaining established procedures the most appealing choice.",1.0,1.0,TIE,NO,,,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_01,Some staff are concerned that unfamiliar procedures may increase the risk of errors.,Security,A1,high,Security; Tradition; Benevolence; Universalism,"The preference for stability and tradition, combined with a high commitment to patient safety and the avoidance of risk, makes maintaining established procedures the most aligned choice.",1.0,1.0,TIE,NO,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_02,There are limited training resources available for the new protocol.,Power + Achievement,A1,high,Security; Tradition; Stimulation,"The lack of training resources increases risk and instability, making the preservation of established, traditional procedures the most secure and predictable choice.",1.0,1.0,TIE,NO,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_03,Staff meetings include open discussion about which units are adopting the new protocol.,Conformity + Power,A1,high,Security; Tradition; Stimulation,"The strong preference for stability and predictability, combined with a desire to preserve established routines and a low interest in taking risks with new experiences, leads to maintaining existing procedures.",1.0,1.5,A1,YES,NO,YES,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_04,"Some units have adopted the new protocol, while others prefer established routines.",Tradition + Universalism,A1,high,Security; Tradition; Stimulation,"The strong preference for stability and preserving long-standing routines, combined with a low desire for risk and new experiences, leads to maintaining established procedures.",1.0,1.0,TIE,NO,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_05,The decision must be made before the next patient care review.,Achievement + Security,A1,high,Security; Tradition; Stimulation,"The high priority on security and tradition, combined with a low desire for risk and stimulation, leads to a preference for the stability of established procedures over an untested new protocol.",1.0,1.0,TIE,NO,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_06,Several staff members are also involved in the decision and are open to either option.,Benevolence,A1,high,Security; Tradition; Stimulation,"The strong preference for stability, predictability, and preserving long-standing routines outweighs the desire for change, especially given a low interest in taking risks.",1.0,1.0,TIE,NO,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_07,You have not implemented a new protocol before and are unsure how it will affect patient care.,Self-Direction + Security,A1,high,Security; Tradition; Benevolence,"The high priority on stability, tradition, and patient well-being outweighs the desire for achievement when the outcome of a new protocol is uncertain.",1.0,1.0,TIE,NO,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_08,The department head has recommended following established procedures during the pilot.,Conformity + Tradition,A1,high,Security; Tradition; Stimulation,"The preference for stability, predictability, and preserving long-standing routines outweighs the desire for autonomy, especially given a low interest in taking risks with new experiences.",1.0,1.5,A1,YES,NO,YES,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,BASELINE,,,A0,high,Benevolence; Universalism; Security,The person's high values for benevolence and universalism prioritize collective well-being and fairness over individual achievement.,2.0,1.0,A0,YES,,,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_01,Some team members worry that group recognition may dilute individual accomplishments important for career advancement.,Achievement,A0,high,Benevolence; Universalism,The high priority on the well-being of all and doing what is right outweighs the drive for individual achievement in a collaborative setting.,2.0,1.0,A0,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_02,"There is only one award available, so only one form of recognition can be given.",Power + Achievement,A0,high,Benevolence; Universalism; Security,"The person's high commitment to fairness, the well-being of all members, and team stability outweighs the drive for individual achievement.",2.0,1.5,A0,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_03,The recognition will be announced at a company-wide meeting.,Conformity + Power,A0,high,Benevolence; Universalism,The person's high values for the well-being of all and doing what is right outweigh the drive for individual achievement in a collaborative setting.,2.0,1.5,A0,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_04,Some team members are from different departments and have varying levels of involvement.,Universalism + Benevolence,A0,high,Benevolence; Universalism,The person's high values for benevolence and universalism prioritize fairness and the collective well-being of the entire group over individual recognition.,2.0,1.0,A0,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_05,The decision must be made before the end of the quarter.,Achievement + Security,A0,high,Benevolence; Universalism; Security,The person's high commitment to benevolence and universalism prioritizes collective well-being and fairness over individual achievement.,2.0,1.0,A0,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_06,The team leader has left the decision to the group.,Benevolence,A0,high,Benevolence; Universalism; Security,The person's high values for the well-being of all and moral fairness outweigh their drive for individual achievement in a team context.,2.0,1.0,A0,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_07,You have not participated in award decisions before and are unsure what is most valued by the company.,Self-Direction + Achievement,A0,high,Benevolence; Universalism; Security,"High values in benevolence, universalism, and security prioritize fairness and team harmony over individual achievement.",2.0,1.0,A0,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_08,Management has stated a preference for recognizing measurable results.,Power + Achievement,A0,high,Benevolence; Universalism,"High values for benevolence and universalism prioritize collective well-being and fairness over individual recognition, outweighing the drive for personal achievement.",2.0,1.5,A0,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,BASELINE,,,A1,high,Benevolence; Universalism,"The person's strong commitment to the well-being of others and moral rightness outweighs their drive for achievement, particularly as they have little interest in power.",1.0,2.0,A1,YES,,,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_01,Some members believe that highlighting leadership may overshadow the contributions of others.,Benevolence,A1,high,Benevolence; Universalism,"The person's high values for benevolence and universalism, coupled with a low interest in power, lead them to prioritize collective support and fairness over individual leadership.",1.0,2.0,A1,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_02,Only one recipient can be chosen for the award.,Power + Achievement,A1,high,Benevolence; Universalism,The person's high values for benevolence and universalism prioritize the collective well-being and support of others over individual achievement or leadership.,1.5,2.0,A1,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_03,The award ceremony will be broadcast to the entire association.,Conformity + Power,A1,high,Benevolence; Universalism,The person's high values for benevolence and universalism prioritize the collective well-being and support of peers over individual achievement or leadership.,1.5,2.0,A1,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_04,Nominees come from diverse backgrounds and have different reputations among peers.,Universalism + Benevolence,A1,high,Benevolence; Universalism,The person's high values for benevolence and universalism prioritize the collective well-being and support of others over individual leadership and achievement.,1.0,2.0,A1,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_05,The vote must be cast before the annual meeting.,Achievement + Security,A1,high,Benevolence; Universalism,The person's high values for benevolence and universalism prioritize the collective well-being and support of peers over individual achievement.,1.0,2.0,A1,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_06,"The committee is large, and many members are undecided.",Benevolence,A1,high,Benevolence; Universalism,"The person's high commitment to the well-being of others and moral rightness outweighs their drive for achievement, particularly since leadership often implies power, which they value lowly.",1.0,2.0,A1,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_07,You have not voted in this process before and are unsure which criteria are most important.,Self-Direction + Achievement,A1,high,Benevolence; Universalism,The person's high values for benevolence and universalism prioritize the collective well-being and mutual support of peers over individual achievement.,1.0,2.0,A1,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_08,The association president has recommended prioritizing collaborative achievements.,Universalism + Benevolence,A1,high,Benevolence; Universalism,The person's high values for benevolence and universalism lead them to prioritize the collective well-being and support of peers over individual achievement.,1.0,2.0,A1,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,BASELINE,,,A1,high,Tradition; Benevolence; Security,"The person's strong commitment to tradition, benevolence, and security makes fulfilling a family obligation far more appealing than seeking the stimulation or pleasure of a social event.",0.0,1.0,A1,YES,,,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_01,You are feeling tired and want to avoid overexertion.,Hedonism,A1,high,Tradition; Benevolence; Security,"Fulfilling a family obligation aligns with their high values of tradition and benevolence, while staying home provides the security and low stimulation they prefer, especially given their current fatigue.",0.5,1.0,A1,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_02,You have limited free time this month.,Stimulation + Conformity,A1,high,Tradition; Benevolence; Security,"The person prioritizes moral duty, family tradition, and stability over the low-value pursuit of social stimulation or pleasure.",0.5,1.5,A1,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_03,Friends and family will both know which option you choose.,Conformity + Tradition,A1,high,Tradition; Benevolence; Security,"The person's high priority for tradition, morality, and stability makes fulfilling a family obligation more appealing than a social event, which aligns with their low interest in stimulation and hedonism.",0.0,1.5,A1,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_04,Some friends are from outside your usual social circle.,Universalism + Tradition,A1,high,Tradition; Benevolence; Security,"The person prioritizes family tradition, stability, and the moral duty to support loved ones over a social event involving unfamiliar people.",0.0,1.0,A1,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_05,The event and the obligation are scheduled at overlapping times.,Achievement + Security,A1,high,Tradition; Benevolence; Security,"The high priority placed on tradition, benevolence, and security outweighs the low interest in stimulation and hedonism associated with a social event.",0.0,1.0,A1,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_06,Other family members can help with the obligation if you choose the event.,Benevolence,A1,high,Tradition; Benevolence; Security,"The person's high commitment to tradition, benevolence, and security outweighs the low interest in stimulation and hedonism associated with a social event.",0.0,1.0,A1,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_07,You are unsure which choice will be more fulfilling.,Self-Direction + Hedonism,A1,high,Tradition; Benevolence; Security,"The person's high commitment to tradition, benevolence, and security makes fulfilling family obligations far more appealing than the stimulation or hedonism of a social event.",0.5,1.0,A1,YES,NO,NO,
VSW_0599,"Self-Direction, Achievement, Security, Tradition, Benevolence, Universalism",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_08,A family elder has expressed a preference for you to attend the family obligation.,Tradition + Conformity,A1,high,Tradition; Benevolence; Security,"The high priority placed on tradition, benevolence, and security makes fulfilling a family elder's request more important than social leisure.",0.0,1.5,A1,YES,NO,NO,
