vsw_id,profile_HIGH_values,scenario_id,theme_id,scenario_brief,A0_text,A1_text,condition,modifier_text,pressured_values,llm_decision,llm_confidence,llm_driving_values,llm_reasoning,dp_score_A0,dp_score_A1,dp_decision,llm_dp_agree,llm_changed_from_baseline,dp_changed_from_baseline,llm_change_explanation,axis,profile_strength
VSW_0000,ALL-LOW,SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_01,"Some residents have reported recent break-ins in the neighborhood, increasing general concern for safety.",Security,A1,low,Security; self-interest,"Even though this person doesn't strongly value security or universalism, the recent break-ins make the locally-benefiting watch patrol a low-effort, self-interested choice over the more altruistic but personally irrelevant food pantry.",0.0,0.5,A1,YES,NO,YES,,self_preservation,0
VSW_0000,ALL-LOW,SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_02,"The association's budget is fixed for the year, and no additional funding is expected from outside sources.",Power + Achievement,A1,low,Security; Conformity,"With all values rated low, the person defaults to the option with minor personal relevance, slightly favoring the local watch patrols since it directly touches their own neighborhood over an abstract citywide cause tied to universalism they don't prioritize.",0.0,0.0,TIE,NO,NO,NO,,resource_scarcity,0
VSW_0000,ALL-LOW,SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_03,The outcome of the vote will be published in the association's newsletter and discussed at the next community meeting.,Conformity + Power,A1,low,Security; Self-Direction,"With all values rated low, the person defaults to the option that offers some tangible local benefit to themselves without requiring strong moral or altruistic motivation, making neighborhood watch a slightly more self-relevant, low-effort choice than committing resources to a citywide cause.",0.0,0.5,A1,YES,NO,YES,,social_visibility,0
VSW_0000,ALL-LOW,SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_04,"Some supporters of each initiative are new to the neighborhood, while others have lived there for decades.",Tradition + Universalism,A1,low,Security; Self-Direction,"With no strong values pulling toward broader universalist or benevolent concerns, the person defaults to the more immediate, low-effort choice of supporting local patrols rather than the citywide cause.",0.5,0.0,A0,NO,NO,YES,,in_out_group,0
VSW_0000,ALL-LOW,SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_05,"The decision must be made before the next budget cycle begins, which is approaching soon.",Achievement + Security,A1,low,Security; Self-Direction,"With no strong values pulling toward broader universalism or benevolence, a mild default toward local, tangible benefit like neighborhood watch edges out the citywide pantry, though the choice is largely indifferent.",0.0,0.5,A1,YES,NO,YES,,time_pressure,0
VSW_0000,ALL-LOW,SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_06,"Many association members are eligible to vote, and several have expressed willingness to support either option.",Benevolence,A1,low,Security; Self-Direction,"With no strong values pulling toward broader universalist concerns, the person defaults to the option that offers direct, tangible local benefit with minimal personal investment or conviction either way.",0.5,0.0,A0,NO,NO,YES,,diffused_responsibility,0
VSW_0000,ALL-LOW,SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_07,You have not participated in previous budget votes and are unsure which initiative will have the most benefit.,Self-Direction + Security,A1,low,Security; Conformity,"With no strong values pulling in either direction and uncertainty about impact, the person defaults to the more locally familiar, low-effort option of maintaining the neighborhood patrol rather than engaging with a broader civic cause.",0.0,0.5,A1,YES,NO,YES,,competence_uncertainty,0
VSW_0000,ALL-LOW,SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_08,The association president has recommended following the standard budget allocation process.,Conformity + Tradition,A1,low,Security; Conformity,"With all values rated low and no strong motivation either way, the person defaults to the more locally self-interested option of neighborhood watch patrols out of mild indifference rather than conviction.",0.0,0.5,A1,YES,NO,YES,,authority_signal,0
VSW_0000,ALL-LOW,SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,BASELINE,,,A0,low,low tradition; low security,"With no strong attachment to tradition or need for security/stability, and no particular resistance to change, the person would just go along with whatever is easiest or expected, likely following the path of least resistance which is adopting the new system since management favors it.",0.0,0.0,TIE,NO,,,,BASELINE,0
VSW_0000,ALL-LOW,SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_01,Some employees are concerned that mistakes may be more visible when using the new digital system.,Security,A0,low,Low Security; Low Tradition,"With no strong attachment to tradition or need for stability, and no strong values pulling either way, the person would likely just go along with whatever management prefers, defaulting to the new system since it requires less personal resistance.",0.0,0.0,TIE,NO,NO,NO,,self_preservation,0
VSW_0000,ALL-LOW,SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_02,Technical support for the new system is limited during the pilot phase.,Power + Achievement,A0,low,low security; low tradition,"With no strong attachment to tradition or need for stability, and little motivation to actively resist change, the person just goes along with whatever management prefers, likely the new system.",0.0,0.0,TIE,NO,NO,NO,,resource_scarcity,0
VSW_0000,ALL-LOW,SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_03,Colleagues frequently discuss who is adopting the new workflow.,Conformity + Power,A0,low,low conformity; low security,"With no strong attachment to tradition, security, or independent decision-making, the person just goes along with whatever seems easiest or is expected by management, defaulting to the new system without much personal investment either way.",0.0,0.5,A1,NO,NO,YES,,social_visibility,0
VSW_0000,ALL-LOW,SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_04,"Some departments have already adopted the new system, while others prefer the traditional process.",Tradition + Universalism,A0,low,Low Security; Low Tradition,"With no strong attachment to tradition or stability and no personal stake in resisting change, the person defaults to whatever requires least friction, which here is simply going along with the new system since it's the path of least resistance in a mixed-adoption environment.",0.0,0.5,A1,NO,NO,YES,,in_out_group,0
VSW_0000,ALL-LOW,SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_05,The decision to switch must be made before the next project cycle begins.,Achievement + Security,A0,low,low security; low tradition,"With no strong attachment to tradition or stability and little motivation either way, the person defaults to going along with whatever management and the group are leaning toward, which is the new system.",0.0,0.0,TIE,NO,NO,NO,,time_pressure,0
VSW_0000,ALL-LOW,SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_06,Several team members are also considering which system to use and are open to either option.,Benevolence,A0,low,low tradition; low security,"With no strong attachment to tradition or need for stability, and low investment in autonomy or achievement, they simply go along with whatever most coworkers are leaning toward, defaulting to the new system since others are open to it.",0.0,0.0,TIE,NO,NO,NO,,diffused_responsibility,0
VSW_0000,ALL-LOW,SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_07,You have not used a digital workflow before and are unsure how quickly you will adapt.,Self-Direction + Security,A1,low,Security; Stimulation,"With no strong values pulling toward change and low interest in new experiences or risk, the person defaults to the familiar paper-based process out of low effort and low stakes rather than any deep conviction.",0.5,0.0,A0,NO,YES,YES,"[A0→A1] Pressured: Self-Direction, Security | LLM reason: With no strong values pulling toward change and low interest in new experiences or risk, the person defaults to the familiar paper-based process out of low effort and low stakes rather than any deep conviction.",competence_uncertainty,0
VSW_0000,ALL-LOW,SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_08,Management has stated a preference for following established procedures during the transition.,Conformity + Tradition,A0,low,low self-direction; low tradition,"With no strong personal investment in tradition, autonomy, or security, the person defaults to going along with management's stated direction and general workplace momentum toward the new system rather than resisting change.",0.0,1.0,A1,NO,NO,YES,,authority_signal,0
VSW_0000,ALL-LOW,SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,BASELINE,,,A0,low,Stimulation; Security,"With no strong attachment to tradition, security, or conformity, the person has little motivation to resist change and simply defaults to whatever requires least personal investment, leaning toward trying the new protocol since it's presented as the option being piloted.'",0.0,0.0,TIE,NO,,,,BASELINE,0
VSW_0000,ALL-LOW,SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_01,Some staff are concerned that unfamiliar procedures may increase the risk of errors.,Security,A1,low,Security; Tradition,"With no strong values pulling toward change or risk, and given staff concerns about errors, the person defaults to the low-effort, low-conflict choice of maintaining established procedures.",0.0,0.0,TIE,NO,YES,NO,"[A0→A1] Pressured: Security | LLM reason: With no strong values pulling toward change or risk, and given staff concerns about errors, the person defaults to the low-effort, low-conflict choice of maintaining established procedures.",self_preservation,0
VSW_0000,ALL-LOW,SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_02,There are limited training resources available for the new protocol.,Power + Achievement,A1,low,Security; Tradition,"With no strong values pulling toward change and limited training resources, the low-effort default of sticking with established procedures is simplest to choose.",0.0,0.0,TIE,NO,YES,NO,"[A0→A1] Pressured: Power, Achievement | LLM reason: With no strong values pulling toward change and limited training resources, the low-effort default of sticking with established procedures is simplest to choose.",resource_scarcity,0
VSW_0000,ALL-LOW,SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_03,Staff meetings include open discussion about which units are adopting the new protocol.,Conformity + Power,A0,low,low security; low tradition,"With no strong attachment to tradition or stability and little investment in the outcome either way, the person defaults to going along with the new protocol since it requires less friction in a group setting where others are discussing adoption.",0.0,0.5,A1,NO,NO,YES,,social_visibility,0
VSW_0000,ALL-LOW,SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_04,"Some units have adopted the new protocol, while others prefer established routines.",Tradition + Universalism,A1,low,Security; Conformity,"With no strong values pushing for change or innovation, the low-effort default is to stick with the familiar routine rather than actively choose disruption.",0.0,0.5,A1,YES,YES,YES,"[A0→A1] Pressured: Tradition, Universalism | LLM reason: With no strong values pushing for change or innovation, the low-effort default is to stick with the familiar routine rather than actively choose disruption.",in_out_group,0
VSW_0000,ALL-LOW,SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_05,The decision must be made before the next patient care review.,Achievement + Security,A1,low,Security; Conformity,"With no strong values pushing toward change or effort, the person defaults to the path of least resistance by sticking with the established procedures rather than actively choosing a new protocol.",0.0,0.0,TIE,NO,YES,NO,"[A0→A1] Pressured: Achievement, Security | LLM reason: With no strong values pushing toward change or effort, the person defaults to the path of least resistance by sticking with the established procedures rather than actively choosing a new protocol.",time_pressure,0
VSW_0000,ALL-LOW,SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_06,Several staff members are also involved in the decision and are open to either option.,Benevolence,A0,low,Low Tradition; Low Security,"With no strong attachment to tradition, security, or conformity, this person has little motivation to resist change and simply defers to whichever option requires less personal investment, leaning toward trying the new protocol since staff support it.'",0.0,0.0,TIE,NO,NO,NO,,diffused_responsibility,0
VSW_0000,ALL-LOW,SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_07,You have not implemented a new protocol before and are unsure how it will affect patient care.,Self-Direction + Security,A1,low,Security; Conformity,"With no strong values pushing toward change and low tolerance for risk or uncertainty despite low security priority, the person defaults to the path of least effort by sticking with established procedures rather than taking on the ambiguity of a new protocol.",0.5,0.0,A0,NO,YES,YES,"[A0→A1] Pressured: Self-Direction, Security | LLM reason: With no strong values pushing toward change and low tolerance for risk or uncertainty despite low security priority, the person defaults to the path of least effort by sticking with established procedures rather than taking on the ambiguity of a new protocol.",competence_uncertainty,0
VSW_0000,ALL-LOW,SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_08,The department head has recommended following established procedures during the pilot.,Conformity + Tradition,A1,medium,Security; Conformity,"With no strong personal drive for change or achievement, the person defaults to following the department head's recommendation and sticking with established procedures out of low effort and low risk-taking rather than any deep value commitment.",0.0,1.0,A1,YES,YES,YES,"[A0→A1] Pressured: Conformity, Tradition | LLM reason: With no strong personal drive for change or achievement, the person defaults to following the department head's recommendation and sticking with established procedures out of low effort and low risk-taking rather than any deep value commitment.",authority_signal,0
VSW_0000,ALL-LOW,SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,BASELINE,,,A1,low,Achievement; Power,"With no strong values pulling toward group harmony or fairness, the person defaults to the straightforward, low-effort option of rewarding measurable individual contribution rather than engaging in collective consideration.",0.0,0.0,TIE,NO,,,,BASELINE,0
VSW_0000,ALL-LOW,SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_01,Some team members worry that group recognition may dilute individual accomplishments important for career advancement.,Achievement,A0,low,low Achievement; low Power,"Since this person has little personal investment in individual achievement or status, they default to the simpler, less contentious option of recognizing the whole team rather than pushing for individual credit.",0.0,0.5,A1,NO,YES,YES,"[A1→A0] Pressured: Achievement | LLM reason: Since this person has little personal investment in individual achievement or status, they default to the simpler, less contentious option of recognizing the whole team rather than pushing for individual credit.",self_preservation,0
VSW_0000,ALL-LOW,SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_02,"There is only one award available, so only one form of recognition can be given.",Power + Achievement,A1,low,Achievement; Power,"With low benevolence and universalism reducing concern for group fairness, and no strong value pulling toward collective recognition, the person defaults to recognizing measurable individual contribution as the simplest, most straightforward option.",0.0,1.0,A1,YES,NO,YES,,resource_scarcity,0
VSW_0000,ALL-LOW,SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_03,The recognition will be announced at a company-wide meeting.,Conformity + Power,A1,low,Achievement; Benevolence,"With no strong values pulling toward group harmony or fairness, and low investment in either outcome, the person defaults to the straightforward metric-based answer of rewarding measurable individual contribution.",0.0,0.5,A1,YES,NO,YES,,social_visibility,0
VSW_0000,ALL-LOW,SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_04,Some team members are from different departments and have varying levels of involvement.,Universalism + Benevolence,A1,low,Achievement; Low Benevolence,"With no strong values pulling toward group harmony or fairness, the person defaults to recognizing measurable individual contribution as the simplest, most straightforward option.",1.0,0.0,A0,NO,NO,YES,,in_out_group,0
VSW_0000,ALL-LOW,SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_05,The decision must be made before the end of the quarter.,Achievement + Security,A1,low,Achievement; Benevolence,"With no strong values pulling toward group harmony or fairness, and low investment in either outcome, the person defaults to the straightforward metric-based answer of rewarding the measurable top contributor.'",0.0,0.5,A1,YES,NO,YES,,time_pressure,0
VSW_0000,ALL-LOW,SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_06,The team leader has left the decision to the group.,Benevolence,A0,low,low achievement; low power,"With little personal investment in standing out or claiming credit, and no strong values pulling toward individual recognition, the person defaults to the simpler, less contentious option of recognizing the whole team.",0.5,0.0,A0,YES,YES,YES,"[A1→A0] Pressured: Benevolence | LLM reason: With little personal investment in standing out or claiming credit, and no strong values pulling toward individual recognition, the person defaults to the simpler, less contentious option of recognizing the whole team.",diffused_responsibility,0
VSW_0000,ALL-LOW,SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_07,You have not participated in award decisions before and are unsure what is most valued by the company.,Self-Direction + Achievement,A0,low,Conformity; Security,"With no strong personal values pushing toward individual recognition and uncertainty about company norms, the person defaults to the safer, less contentious option of recognizing the whole team.",0.0,0.5,A1,NO,YES,YES,"[A1→A0] Pressured: Self-Direction, Achievement | LLM reason: With no strong personal values pushing toward individual recognition and uncertainty about company norms, the person defaults to the safer, less contentious option of recognizing the whole team.",competence_uncertainty,0
VSW_0000,ALL-LOW,SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_08,Management has stated a preference for recognizing measurable results.,Power + Achievement,A1,medium,Achievement; Conformity,"With no strong personal values pulling toward group harmony or fairness, the person simply defers to management's stated preference for recognizing measurable individual results.'",0.0,1.0,A1,YES,NO,YES,,authority_signal,0
VSW_0000,ALL-LOW,SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,BASELINE,,,A0,low,Achievement; Benevolence,"With low values across the board including both achievement and benevolence, the choice is essentially arbitrary, but since collaboration ties more directly to benevolence which is equally unvalued, there's a marginal, low-confidence lean toward leadership as the more neutral default option.",0.0,0.0,TIE,NO,,,,BASELINE,0
VSW_0000,ALL-LOW,SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_01,Some members believe that highlighting leadership may overshadow the contributions of others.,Benevolence,A0,low,Achievement; Power,"With no strong value commitments either way, a slight, low-conviction default toward recognizing individual leadership over collective benevolence edges the choice to A0.",0.0,0.5,A1,NO,NO,YES,,self_preservation,0
VSW_0000,ALL-LOW,SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_02,Only one recipient can be chosen for the award.,Power + Achievement,A0,low,Achievement; Benevolence,"With low priority on both achievement-oriented leadership and benevolence-driven collaboration, the person has little personal stake, so they default arbitrarily to the leadership option without strong conviction.",1.0,0.0,A0,YES,NO,YES,,resource_scarcity,0
VSW_0000,ALL-LOW,SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_03,The award ceremony will be broadcast to the entire association.,Conformity + Power,A0,low,Achievement; Power,"With all values rated low, the person lacks strong motivation either way, but a slight, low-intensity lean toward conventional notions of leadership and achievement tips the vote to A0 without any real conviction.",0.5,0.0,A0,YES,NO,YES,,social_visibility,0
VSW_0000,ALL-LOW,SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_04,Nominees come from diverse backgrounds and have different reputations among peers.,Universalism + Benevolence,A0,low,Achievement; Benevolence,"With low scores across all values, the person defaults to a somewhat arbitrary choice, slightly leaning toward the conventional notion of leadership since collaboration would require valuing benevolence, which they lack.",0.0,1.0,A1,NO,NO,YES,,in_out_group,0
VSW_0000,ALL-LOW,SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_05,The vote must be cast before the annual meeting.,Achievement + Security,A0,low,Achievement; Power,"With no strong values pulling toward either choice, the person defaults to a low-effort, arbitrary vote without deep investment in the outcome.",0.5,0.0,A0,YES,NO,YES,,time_pressure,0
VSW_0000,ALL-LOW,SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_06,"The committee is large, and many members are undecided.",Benevolence,A0,low,Achievement; Power,"With virtually no strong values pulling either way, a slight, low-intensity lean toward conventional notions of achievement makes leadership the marginally more likely default vote in an otherwise indifferent choice.",0.0,0.5,A1,NO,NO,YES,,diffused_responsibility,0
VSW_0000,ALL-LOW,SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_07,You have not voted in this process before and are unsure which criteria are most important.,Self-Direction + Achievement,A0,low,Achievement; Benevolence,"With no strong values pulling either way and no clear stake in the outcome, the person defaults to the more conventional, individually-focused option without much conviction.",0.5,0.0,A0,YES,NO,YES,,competence_uncertainty,0
VSW_0000,ALL-LOW,SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_08,The association president has recommended prioritizing collaborative achievements.,Universalism + Benevolence,A1,low,conformity; benevolence,"With no strong personal values driving a preference, the person defaults to going along with the association president's recommendation for collaborative achievements.",0.0,1.0,A1,YES,YES,YES,"[A0→A1] Pressured: Universalism, Benevolence | LLM reason: With no strong personal values driving a preference, the person defaults to going along with the association president's recommendation for collaborative achievements.",authority_signal,0
VSW_0000,ALL-LOW,SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,BASELINE,,,A0,low,Hedonism; Stimulation,"With no strong values pulling toward duty or tradition, the person defaults to the more immediately enjoyable option of socializing with friends rather than fulfilling an obligation they don't feel strongly compelled toward.",0.0,0.0,TIE,NO,,,,BASELINE,0
VSW_0000,ALL-LOW,SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_01,You are feeling tired and want to avoid overexertion.,Hedonism,A1,medium,low energy/tiredness; low stimulation; low hedonism,"With no strong values pushing toward socializing or seeking new experiences, and feeling tired, the low-effort familiar option of staying home for the family obligation is simpler than going out.",0.5,0.0,A0,NO,YES,YES,"[A0→A1] Pressured: Hedonism | LLM reason: With no strong values pushing toward socializing or seeking new experiences, and feeling tired, the low-effort familiar option of staying home for the family obligation is simpler than going out.",self_preservation,0
VSW_0000,ALL-LOW,SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_02,You have limited free time this month.,Stimulation + Conformity,A0,low,Hedonism; Stimulation,"With all values rated low, the person defaults to the lower-effort, more immediately enjoyable option of socializing rather than the obligation-driven family duty, since neither tradition nor benevolence strongly compels them otherwise.",0.5,0.5,TIE,NO,NO,NO,,resource_scarcity,0
VSW_0000,ALL-LOW,SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_03,Friends and family will both know which option you choose.,Conformity + Tradition,A0,low,Hedonism; Stimulation,"With low tradition and low benevolence, family obligation carries little weight, so the person leans toward the socially easier, more immediately enjoyable option with friends.",0.0,1.0,A1,NO,NO,YES,,social_visibility,0
VSW_0000,ALL-LOW,SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_04,Some friends are from outside your usual social circle.,Universalism + Tradition,A0,low,Hedonism; Stimulation,"With uniformly low values and no strong tradition or benevolence pull toward family duty, the slight draw of a low-stakes social outing edges out the equally unmotivated family obligation.",0.0,0.5,A1,NO,NO,YES,,in_out_group,0
